Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
MG659777.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA591/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA591/10 segment M, complete sequence	2010	South Africa	SA591/10	rvf	MG659777.1	-30.5595	22.9375	m
DQ380201.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	T1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt	Egypt		Culex pipiens	mosquito which fed on hamster infected with ZH-501	1977			Rift Valley fever virus strain T1 segment M, complete sequence	1977	Egypt	T1	rvf	DQ380201.1	26.8206	30.8025	m
EU574047.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001107	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Thika district	Kenya		bovine		25-Jan-2007			Rift Valley fever virus strain 2007001107 segment M, complete sequence	2007-01-25	Kenya	2007001107	rvf	EU574047.1	0.0236	37.9062	m
KY126700.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1796/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1796/10 segment M, complete sequence	2010	South Africa	SA1796/10	rvf	KY126700.1	-30.5595	22.9375	m
KX611606.1	Rift Valley fever virus	GenBank			Pan,Y., Cui,S., Sun,Y., Li,J., Lv,Y., Dou,X., Li,X., Tian,L., He,Z., Li,X., Chen,L. and Wang,Q.	Institute for Infectious Disease and Endemic Disease Control, Beijing Center for Disease Prevention and Control (CDC), Hepingli Middle St., Beijing, Beijing 100013, China		02-OCT-2016	Beijing-01	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		China	China		Homo sapiens		22-Jul-2016			Rift Valley fever virus isolate Beijing-01 segment M, complete sequence	2016-07-22	China	Beijing-01	rvf	KX611606.1	35.8617	104.1954	m
KM210509.1	Rift Valley fever virus	GenBank			El Mamy,A.B.O., Lo,M.M., Thiongane,Y., Diop,M., Isselmou,K., Doumbia,B., Ould Baba,M., El Arbi,A.S., Lancelot,R., Albina,E. and Cetre-Sossah,C.	BIOS, CIRAD, CYROI, 2 Rue Maxime Riviere, Sainte Clotilde 97490, France		31-OCT-2015	25010-24	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3594	complete		M		Mauritania: Aoujeft, Lemsayddi	Mauritania		camel		06-Oct-2010			Rift Valley fever virus isolate 25010-24 segment M, complete sequence	2010-10-06	Mauritania	25010-24	rvf	KM210509.1	21.0079	-10.9408	m
MG659783.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA705/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA705/10 segment M, complete sequence	2010	South Africa	SA705/10	rvf	MG659783.1	-30.5595	22.9375	m
JF311380.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803165	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar: Manjakandriana	Madagascar		Homo sapiens		Mar-2008			Rift Valley fever virus strain 200803165 segment M, complete sequence	2008-03	Madagascar	200803165	rvf	JF311380.1	-18.7669	46.8691	m
MG659776.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA538/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA538/10 segment M, complete sequence	2010	South Africa	SA538/10	rvf	MG659776.1	-30.5595	22.9375	m
MG659794.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1171/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1171/10 segment M, complete sequence	2010	South Africa	SA1171/10	rvf	MG659794.1	-30.5595	22.9375	m
EU574049.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000608	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Meru South district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007000608 segment M, complete sequence	2007-01-29	Kenya	2007000608	rvf	EU574049.1	0.0236	37.9062	m
MG659772.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA482/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA482/10 segment M, complete sequence	2010	South Africa	SA482/10	rvf	MG659772.1	-30.5595	22.9375	m
MG659768.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA414/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA414/10 segment M, complete sequence	2010	South Africa	SA414/10	rvf	MG659768.1	-30.5595	22.9375	m
MG659757.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA226/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA226/10 segment M, complete sequence	2010	South Africa	SA226/10	rvf	MG659757.1	-30.5595	22.9375	m
KY126701.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA354/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA354/11 segment M, complete sequence	2011	South Africa	SA354/11	rvf	KY126701.1	-30.5595	22.9375	m
KF876009.1	Rift Valley fever virus	GenBank			Imatdinov,I.R., Titov,I.A. and Balysheva,V.I.	Russian Academy of Agricultural Sciences, State Research Institution, National Research Institute for Veterinary Virology and Microbiology of Russia, Pokrov, Vladimir Region 601120, Russia		08-MAR-2014	1974-VNIIVViM	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1410	complete		M		Russia	Russia				1974			UNVERIFIED: Rift Valley fever virus strain 1974-VNIIVViM envelope glycoprotein Gc-like gene, complete sequence	1974	Russia	1974-VNIIVViM	rvf	KF876009.1	61.524	105.3188	m
DQ380214.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	1260/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Zimbabwe: Salisbury	Zimbabwe		bovine	fetus	1978			Rift Valley fever virus strain 1260/78 segment M, complete sequence	1978	Zimbabwe	1260/78	rvf	DQ380214.1	-19.0154	29.1549	m
EU574043.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001602	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Mombassa district	Kenya		bovine		30-Jan-2007			Rift Valley fever virus strain 2007001602 segment M, complete sequence	2007-01-30	Kenya	2007001602	rvf	EU574043.1	0.0236	37.9062	m
JF311383.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803168	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar: Miarinarivo	Madagascar		bovine		Feb-2008			Rift Valley fever virus strain 200803168 segment M, complete sequence	2008-02	Madagascar	200803168	rvf	JF311383.1	-18.7669	46.8691	m
OP146108.1	Rift Valley fever virus	GenBank			Mlingo,T.A.M., Beeton-Kempen,N., Mokoena,N.B., Lebea,P.J. and Nthangeni,M.B.	Research and Development: Virology, Onderstepoort Biological Products Soc Ltd, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		29-MAR-2023	RSA/OBP/RVFVSmithburn/LAV	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Uganda	Uganda				1944	SAMN29826207	PRJNA756858	Rift Valley fever virus strain RSA/OBP/RVFVSmithburn/LAV isolate Smithburn segment M, complete sequence	1944	Uganda	RSA/OBP/RVFVSmithburn/LAV	rvf	OP146108.1	1.3733	32.2903	m
DQ380211.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	73HB1449	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Central African Republic	Central African Republic		Homo sapiens	human sera	1973			Rift Valley fever virus strain 73HB1449 segment M, complete sequence	1973	Central African Republic	73HB1449	rvf	DQ380211.1	6.6111	20.9394	m
OR972327.1	Rift Valley fever virus	GenBank			Kimita,G., Lemtudo,A.P., Awinda,G.O., Mutai,B.K. and Waitumbi,J.N.	Basic Science Laboratory, WRAIR-Africa, Kisumu - Kakamega Highway, Kisumu 40100, Kenya		25-DEC-2023	AFI-MGT-989	Phlebovirus riftense	Phlebovirus	Phenuiviridae	viral cRNA	3875	complete		M		Kenya: Baringo, Marigat, Sintaan	Kenya		Homo sapiens	plasma	2018-07-16			Rift Valley fever virus isolate AFI-MGT-989 segment M, complete sequence	2018-07-16	Kenya	AFI-MGT-989	rvf	OR972327.1	0.0236	37.9062	m
EU574056.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000080	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Maragua district	Kenya		bovine		12-Jan-2007			Rift Valley fever virus strain 2007000080 segment M, complete sequence	2007-01-12	Kenya	2007000080	rvf	EU574056.1	0.0236	37.9062	m
EU574048.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000611	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Meru South district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007000611 segment M, complete sequence	2007-01-29	Kenya	2007000611	rvf	EU574048.1	0.0236	37.9062	m
KY126699.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1222/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1222/10 segment M, complete sequence	2010	South Africa	SA1222/10	rvf	KY126699.1	-30.5595	22.9375	m
MG659798.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1372/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1372/10 segment M, complete sequence	2010	South Africa	SA1372/10	rvf	MG659798.1	-30.5595	22.9375	m
MG659815.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL1217/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Zimbabwe	Zimbabwe		ovine		1978			Rift Valley fever virus isolate VRL1217/78 segment M, complete sequence	1978	Zimbabwe	VRL1217/78	rvf	MG659815.1	-19.0154	29.1549	m
EU574050.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000473	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Kajaido district	Kenya		ovine		26-Jan-2007			Rift Valley fever virus strain 2007000473 segment M, complete sequence	2007-01-26	Kenya	2007000473	rvf	EU574050.1	0.0236	37.9062	m
JF784387.1	Rift Valley fever virus	GenBank			Potgieter,C.A., Wright,I. and Kortekaas,J.	Virology, Central Veterinary Institute, Wageningen University and Research Centre, Edelhertweg 15, Lelystad, Flevoland 8219 PH, The Netherlands		09-NOV-2011	35/74	Phlebovirus riftense	Phlebovirus	Phenuiviridae	viral cRNA	3885	complete		M		South Africa	South Africa		sheep	liver	1974			Rift Valley fever virus strain 35/74 segment M, complete sequence	1974	South Africa	35/74	rvf	JF784387.1	-30.5595	22.9375	m
EU574037.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002445	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Meru Central district	Kenya		bovine		05-Feb-2007			Rift Valley fever virus strain 2007002445 segment M, complete sequence	2007-02-05	Kenya	2007002445	rvf	EU574037.1	0.0236	37.9062	m
DQ380217.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Zinga	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Central African Republic	Central African Republic		Mansonia africana		1969			Rift Valley fever virus strain Zinga segment M, complete sequence	1969	Central African Republic	Zinga	rvf	DQ380217.1	6.6111	20.9394	m
EF467177.1	Rift Valley fever virus	GenBank			Lee,J.S., Groebner,J.L., Richardson,J.H., Sang,R.C. and O'Guinn,M.L.	Virology Division, USAMRIID, 1425 Porter St., Fort Detrick, MD 21702, USA		01-MAR-2008	KEN07-KLF112	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya		Culex poicilipes		Jan-2007			Rift Valley fever virus strain KEN07-KLF112 segment M, complete sequence	2007-01	Kenya	KEN07-KLF112	rvf	EF467177.1	0.0236	37.9062	m
MG659805.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA295/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA295/11 segment M, complete sequence	2011	South Africa	SA295/11	rvf	MG659805.1	-30.5595	22.9375	m
MG659804.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA67/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA67/11 segment M, complete sequence	2011	South Africa	SA67/11	rvf	MG659804.1	-30.5595	22.9375	m
EF460404.1	Rift Valley fever virus	GenBank			Lee,J.S., Groebner,J.L., Richardson,J.H., Sang,R.C. and O'Guinn,M.L.	Virology Division, USAMRIID, 1425 Porter St., Fort Detrick, MD 21702, USA		01-MAR-2008	KEN07-KUR340	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya			Aedes ochraceus	Jan-2007			Rift Valley fever virus strain KEN07-KUR340 segment M, complete sequence	2007-01	Kenya	KEN07-KUR340	rvf	EF460404.1	0.0236	37.9062	m
MG659774.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA509/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA509/10 segment M, complete sequence	2010	South Africa	SA509/10	rvf	MG659774.1	-30.5595	22.9375	m
KU167026.1	Rift Valley fever virus	GenBank			Lumley,S., Marston,D.A., Horton,D.L., Johnson,N., Ellis,R.J., Fooks,A.R. and Hewson,R.	Research, Public Health England, Porton Down, Salisbury, Wilts SP40JG, UK		03-MAY-2016	Lunyo	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Uganda	Uganda		mosquito		1955			Rift Valley fever virus strain Lunyo segment M, complete sequence	1955	Uganda	Lunyo	rvf	KU167026.1	1.3733	32.2903	m
DQ380220.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	1853/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Zimbabwe: Sinoia	Zimbabwe		bovine	fetus	1978			Rift Valley fever virus strain 1853/78 segment M, complete sequence	1978	Zimbabwe	1853/78	rvf	DQ380220.1	-19.0154	29.1549	m
DQ380185.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-8	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-8 segment M, complete sequence	1987	Mauritania	OS-8	rvf	DQ380185.1	21.0079	-10.9408	m
MG659801.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1518/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1518/10 segment M, complete sequence	2010	South Africa	SA1518/10	rvf	MG659801.1	-30.5595	22.9375	m
DQ380184.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-3	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-3 segment M, complete sequence	1987	Mauritania	OS-3	rvf	DQ380184.1	21.0079	-10.9408	m
DQ380196.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Kenya 9800523	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya		Homo sapiens	human sera	1998			Rift Valley fever virus strain Kenya 9800523 segment M, complete sequence	1998	Kenya	Kenya 9800523	rvf	DQ380196.1	0.0236	37.9062	m
MG659738.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA76/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA76/10 segment M, complete sequence	2010	South Africa	SA76/10	rvf	MG659738.1	-30.5595	22.9375	m
DQ380216.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ANK-6087	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Guinea	Guinea		Micropterus caffer (bat)		1984			Rift Valley fever virus strain ANK-6087 segment M, complete sequence	1984	Guinea	ANK-6087	rvf	DQ380216.1	9.9456	-9.6966	m
MG659733.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar 118	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Aedes circumluteolus (mosquito)		1955			Rift Valley fever virus isolate Ar 118 segment M, complete sequence	1955	South Africa	Ar 118	rvf	MG659733.1	-30.5595	22.9375	m
MG659751.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA128/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA128/10 segment M, complete sequence	2010	South Africa	SA128/10	rvf	MG659751.1	-30.5595	22.9375	m
KY126692.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU162/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU162/10 segment M, complete sequence	2010	South Africa	SPU162/10	rvf	KY126692.1	-30.5595	22.9375	m
MG659779.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA633/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA633/10 segment M, complete sequence	2010	South Africa	SA633/10	rvf	MG659779.1	-30.5595	22.9375	m
