Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
MG659956.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA746/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA746/10 segment S, complete sequence	2010	South Africa	SA746/10	rvf	MG659956.1	-30.5595	22.9375	s
DQ380177.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-8	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-8 segment S, complete sequence	1987	Mauritania	OS-8	rvf	DQ380177.1	21.0079	-10.9408	s
OM744371.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-321	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-321 segment S, complete sequence	2021-07-15	Kenya	DVS-321	rvf	OM744371.1	0.0236	37.9062	s
JQ820482.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 77-2007	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		Sudan: Khartoum State	Sudan		Homo sapiens	human sera	Nov-2007			Rift Valley fever virus strain Sudan 77-2007 segment S, complete sequence	2007-11	Sudan	Sudan 77-2007	rvf	JQ820482.1	12.8628	30.2176	s
OM744370.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-230	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-230 segment S, complete sequence	2021-07-15	Kenya	DVS-230	rvf	OM744370.1	0.0236	37.9062	s
MG659970.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1372/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1372/10 segment S, complete sequence	2010	South Africa	SA1372/10	rvf	MG659970.1	-30.5595	22.9375	s
MG659946.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA509/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA509/10 segment S, complete sequence	2010	South Africa	SA509/10	rvf	MG659946.1	-30.5595	22.9375	s
JQ820476.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 85-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 85-2010 segment S, complete sequence	2010-10	Sudan	Sudan 85-2010	rvf	JQ820476.1	12.8628	30.2176	s
JF326197.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000041	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Homo sapiens		10-Jan-2007			Rift Valley fever virus strain 2007000041 segment S, complete sequence	2007-01-10	Kenya	2007000041	rvf	JF326197.1	0.0236	37.9062	s
PV231432.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,J., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.E.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2020/2112_S4	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Botswana	Botswana		caprine		2020			Rift Valley fever virus isolate BOT_CAP/2020/2112_S4 segment S, complete sequence	2020	Botswana	BOT_CAP/2020/2112_S4	rvf	PV231432.1	-22.3285	24.6849	s
EU312104.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	900085MAU88	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		Mauritania	Mauritania		Homo sapiens		1988			Rift Valley fever virus strain 900085MAU88 segment S, complete sequence	1988	Mauritania	900085MAU88	rvf	EU312104.1	21.0079	-10.9408	s
JQ820480.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 7-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 7-2010 segment S, complete sequence	2010-10	Sudan	Sudan 7-2010	rvf	JQ820480.1	12.8628	30.2176	s
KY196496.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1222/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1222/10 segment S, complete sequence	2010	South Africa	SA1222/10	rvf	KY196496.1	-30.5595	22.9375	s
KY196488.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA129/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA129/10 segment S, complete sequence	2010	South Africa	SA129/10	rvf	KY196488.1	-30.5595	22.9375	s
MG659942.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA424/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA424/10 segment S, complete sequence	2010	South Africa	SA424/10	rvf	MG659942.1	-30.5595	22.9375	s
EU574077.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000618	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Meru South district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007000618 segment S, complete sequence	2007-01-29	Kenya	2007000618	rvf	EU574077.1	0.0236	37.9062	s
MG659972.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1457/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1457/10 segment S, complete sequence	2010	South Africa	SA1457/10	rvf	MG659972.1	-30.5595	22.9375	s
KY196503.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU142/08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		South Africa	South Africa		bovine		2008			Rift Valley fever virus isolate SPU142/08 segment S, complete sequence	2008	South Africa	SPU142/08	rvf	KY196503.1	-30.5595	22.9375	s
JF326203.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000323	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Tanzania	Tanzania		Homo sapiens		Feb-2007			Rift Valley fever virus strain 2007000323 segment S, complete sequence	2007-02	Tanzania	2007000323	rvf	JF326203.1	-6.369	34.8888	s
EU574080.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000473	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Kajaido district	Kenya		ovine		26-Jan-2007			Rift Valley fever virus strain 2007000473 segment S, complete sequence	2007-01-26	Kenya	2007000473	rvf	EU574080.1	0.0236	37.9062	s
MG659908.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU68/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU68/10 segment S, complete sequence	2010	South Africa	SPU68/10	rvf	MG659908.1	-30.5595	22.9375	s
EU312132.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	VRL1032ZIM78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe	Zimbabwe		bovine		1978			Rift Valley fever virus strain VRL1032ZIM78 segment S, complete sequence	1978	Zimbabwe	VRL1032ZIM78	rvf	EU312132.1	-19.0154	29.1549	s
MG659905.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar 118	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		South Africa	South Africa		Aedes circumluteolus (mosquito)		1955			Rift Valley fever virus isolate Ar 118 segment S, complete sequence	1955	South Africa	Ar 118	rvf	MG659905.1	-30.5595	22.9375	s
KY196489.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU162/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU162/10 segment S, complete sequence	2010	South Africa	SPU162/10	rvf	KY196489.1	-30.5595	22.9375	s
DQ380169.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Kenya 9800523	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya	Kenya		Homo sapiens	human sera	1998			Rift Valley fever virus strain Kenya 9800523 segment S, complete sequence	1998	Kenya	Kenya 9800523	rvf	DQ380169.1	0.0236	37.9062	s
MG659953.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA638/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA638/10 segment S, complete sequence	2010	South Africa	SA638/10	rvf	MG659953.1	-30.5595	22.9375	s
MG659977.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA295/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA295/11 segment S, complete sequence	2011	South Africa	SA295/11	rvf	MG659977.1	-30.5595	22.9375	s
EU312107.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	An999MAD91	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar	Madagascar		bovine		1991			Rift Valley fever virus strain An999MAD91 segment S, complete sequence	1991	Madagascar	An999MAD91	rvf	EU312107.1	-18.7669	46.8691	s
MG659936.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA344/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA344/10 segment S, complete sequence	2010	South Africa	SA344/10	rvf	MG659936.1	-30.5595	22.9375	s
MG659938.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA394/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA394/10 segment S, complete sequence	2010	South Africa	SA394/10	rvf	MG659938.1	-30.5595	22.9375	s
PP541458.1	Rift Valley fever virus	GenBank			Sene,O.	Virology, Institut Pasteur, Dakar, 30, Avenue Pasteur, Dakar 220, Senegal		27-OCT-2024	SH409425	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1671	complete		S		Senegal	Senegal		Homo sapiens		17-Nov-2022			Rift Valley fever virus isolate SH409425 segment S, complete sequence	2022-11-17	Senegal	SH409425	rvf	PP541458.1	14.4974	-14.4524	s
KJ782452.1	Rift Valley fever virus	GenBank			Nakoune,E., Berthet,N. and Kazanji,M.	Department of virology, Institut Pasteur, 28 rue du docteur Roux, Paris, IDF 75724, France		02-MAY-2016	HB1752	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Central African Republic	Central African Republic		Homo sapiens	sera	24-Dec-1985			Rift Valley fever virus strain HB1752 segment S, complete sequence	1985-12-24	Central African Republic	HB1752	rvf	KJ782452.1	6.6111	20.9394	s
MG659931.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA257/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA257/10 segment S, complete sequence	2010	South Africa	SA257/10	rvf	MG659931.1	-30.5595	22.9375	s
MG649061.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Urine-11d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		China: Beijing	China		Homo sapiens	urine	26-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Urine-11d/2016 segment S, complete sequence	2016-06-26	China	RVFV-BJ01-Urine-11d/2016	rvf	MG649061.1	35.8617	104.1954	s
KU978775.1	Rift Valley fever virus	GenBank			Rossi,S.L., Forrester,N.L., Ksiazek,T., Guerbois,M., Lin,D., Hari,K. and Weaver,S.C.	Microbiology and Immunology, University of Texas Medical Branch, 301 University Boulevard, Galveston, TX 77555, USA		25-MAR-2017	SAUDI 200010901	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1729	complete		S		Saudi Arabia	Saudi Arabia		Homo sapiens		25-Aug-2000	SAMN04017542	PRJNA257008	Rift Valley fever virus isolate SAUDI 200010901 segment S, complete sequence	2000-08-25	Saudi Arabia	SAUDI 200010901	rvf	KU978775.1	23.8859	45.0792	s
JF326200.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000250	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		mosquito		29-Dec-2006			Rift Valley fever virus strain 2007000250 segment S, complete sequence	2006-12-29	Kenya	2007000250	rvf	JF326200.1	0.0236	37.9062	s
EU312120.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	H1825RSA75	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		1975			Rift Valley fever virus strain H1825RSA75 segment S, complete sequence	1975	South Africa	H1825RSA75	rvf	EU312120.1	-30.5595	22.9375	s
KX096940.1	Rift Valley fever virus	GenBank			Shivanna,V., McDowell,C., Wilson,W.C. and Richt,J.A.	Diagnostic Medicine and Pathobiology, Kansas State University, 1800 Denison Ave Mosier Hall, Manhattan, KS 66506, USA		13-JUL-2016	Kenya-128b-15	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		Kenya: Garissa district	Kenya		Aedes ochraceus		2006			Rift Valley fever virus strain Kenya-128b-15 segment S, complete sequence	2006	Kenya	Kenya-128b-15	rvf	KX096940.1	0.0236	37.9062	s
EU312142.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU2215KEN07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain SPU2215KEN07 segment S, complete sequence	2007	Kenya	SPU2215KEN07	rvf	EU312142.1	0.0236	37.9062	s
EU312134.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	VRL1516ZIM78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Zimbabwe	Zimbabwe		ovine		1978			Rift Valley fever virus strain VRL1516ZIM78 segment S, complete sequence	1978	Zimbabwe	VRL1516ZIM78	rvf	EU312134.1	-19.0154	29.1549	s
JQ840746.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan B-2007	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Sudan	Sudan		Homo sapiens	human sera	2007			Rift Valley fever virus strain Sudan B-2007 segment S, complete sequence	2007	Sudan	Sudan B-2007	rvf	JQ840746.1	12.8628	30.2176	s
JF311394.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803170	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar: Manjakandriana	Madagascar		bovine		Mar-2008			Rift Valley fever virus strain 200803170 segment S, complete sequence	2008-03	Madagascar	200803170	rvf	JF311394.1	-18.7669	46.8691	s
KY196505.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU86/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		South Africa	South Africa		bovine		2009			Rift Valley fever virus isolate SPU86/09 segment S, complete sequence	2009	South Africa	SPU86/09	rvf	KY196505.1	-30.5595	22.9375	s
MG659959.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1061/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1061/10 segment S, complete sequence	2010	South Africa	SA1061/10	rvf	MG659959.1	-30.5595	22.9375	s
JF311387.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803163	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar: Anjozorobe	Madagascar		Homo sapiens		Feb-2008			Rift Valley fever virus strain 200803163 segment S, complete sequence	2008-02	Madagascar	200803163	rvf	JF311387.1	-18.7669	46.8691	s
MG659921.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA122/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA122/10 segment S, complete sequence	2010	South Africa	SA122/10	rvf	MG659921.1	-30.5595	22.9375	s
EU312141.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU2214KEN07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain SPU2214KEN07 segment S, complete sequence	2007	Kenya	SPU2214KEN07	rvf	EU312141.1	0.0236	37.9062	s
