Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
MG659893.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA327/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA327/11 segment L, complete sequence	2011	South Africa	SA327/11	rvf	MG659893.1	-30.5595	22.9375	l
MG659819.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar 118	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Aedes circumluteolus (mosquito)		1955			Rift Valley fever virus isolate Ar 118 segment L, complete sequence	1955	South Africa	Ar 118	rvf	MG659819.1	-30.5595	22.9375	l
MG659828.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA93/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA93/10 segment L, complete sequence	2010	South Africa	SA93/10	rvf	MG659828.1	-30.5595	22.9375	l
EU574004.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007004194	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Kiambu district	Kenya		bovine		14-May-2007			Rift Valley fever virus strain 2007004194 segment L, complete sequence	2007-05-14	Kenya	2007004194	rvf	EU574004.1	0.0236	37.9062	l
OP146110.1	Rift Valley fever virus	GenBank			Mlingo,T.A.M., Mokoena,N.B. and Nthangeni,M.B.	Research and Development: Virology, Onderstepoort Biological Products Soc Ltd, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		29-MAR-2023	RSA/OBP/RVFV/Inactivated	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa				1974	SAMN29826208	PRJNA756858	Rift Valley fever virus strain RSA/OBP/RVFV/Inactivated segment L, complete sequence	1974	South Africa	RSA/OBP/RVFV/Inactivated	rvf	OP146110.1	-30.5595	22.9375	l
MZ513011.1	Rift Valley fever virus	GenBank			Bob,N.S., Diagne,M.M., Faye,M., Ndione,M.H.D., Diallo,A., Diop,M., Loucoubar,C., Faye,O., Fall,G. and Faye,O.	Virology, Institut Pasteur de Dakar, 36 Avenue Pasteur, Dakar 221, Senegal		04-MAR-2022	SH326064	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6376	complete		L		Senegal	Senegal		Homo sapiens	serum	2020			Rift Valley fever virus isolate SH326064 nonfunctional polymerase gene, complete sequence	2020	Senegal	SH326064	rvf	MZ513011.1	14.4974	-14.4524	l
MG659894.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA342/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA342/11 segment L, complete sequence	2011	South Africa	SA342/11	rvf	MG659894.1	-30.5595	22.9375	l
MG659830.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU97/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU97/10 segment L, complete sequence	2010	South Africa	SPU97/10	rvf	MG659830.1	-30.5595	22.9375	l
MG659895.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA359/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA359/11 segment L, complete sequence	2011	South Africa	SA359/11	rvf	MG659895.1	-30.5595	22.9375	l
MG659899.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	S35	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya	Kenya		ovine		1972			Rift Valley fever virus isolate S35 segment L, complete sequence	1972	Kenya	S35	rvf	MG659899.1	0.0236	37.9062	l
MG659866.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA635/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA635/10 segment L, complete sequence	2010	South Africa	SA635/10	rvf	MG659866.1	-30.5595	22.9375	l
EU574014.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001811	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Garissa district	Kenya		caprine		01-Dec-2006			Rift Valley fever virus strain 2007001811 segment L, complete sequence	2006-12-01	Kenya	2007001811	rvf	EU574014.1	0.0236	37.9062	l
OP146107.1	Rift Valley fever virus	GenBank			Mlingo,T.A.M., Beeton-Kempen,N., Mokoena,N.B., Lebea,P.J. and Nthangeni,M.B.	Research and Development: Virology, Onderstepoort Biological Products Soc Ltd, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		29-MAR-2023	RSA/OBP/RVFVSmithburn/LAV	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6375	complete		L		Uganda	Uganda				1944	SAMN29826207	PRJNA756858	Rift Valley fever virus strain RSA/OBP/RVFVSmithburn/LAV isolate Smithburn segment L, complete sequence	1944	Uganda	RSA/OBP/RVFVSmithburn/LAV	rvf	OP146107.1	1.3733	32.2903	l
DQ375420.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ANK-3837	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Guinea	Guinea			Hipposideros caffer (bat)	1981			Rift Valley fever virus strain ANK-3837 segment L, complete sequence	1981	Guinea	ANK-3837	rvf	DQ375420.1	9.9456	-9.6966	l
EU574018.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001443	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Nakuru district	Kenya		bovine		31-Jan-2007			Rift Valley fever virus strain 2007001443 segment L, complete sequence	2007-01-31	Kenya	2007001443	rvf	EU574018.1	0.0236	37.9062	l
MG659824.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA76/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA76/10 segment L, complete sequence	2010	South Africa	SA76/10	rvf	MG659824.1	-30.5595	22.9375	l
DQ375422.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Hv-B375	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic: Mbaki	Central African Republic			human sera	1985			Rift Valley fever virus strain Hv-B375 segment L, complete sequence	1985	Central African Republic	Hv-B375	rvf	DQ375422.1	6.6111	20.9394	l
MG659858.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA482/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA482/10 segment L, complete sequence	2010	South Africa	SA482/10	rvf	MG659858.1	-30.5595	22.9375	l
EU574025.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000225	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000225 segment L, complete sequence	2007-01-16	Kenya	2007000225	rvf	EU574025.1	0.0236	37.9062	l
KU978781.1	Rift Valley fever virus	GenBank			Rossi,S.L., Forrester,N.L., Ksiazek,T., Guerbois,M., Lin,D., Hari,K. and Weaver,S.C.	Microbiology and Immunology, University of Texas Medical Branch, 301 University Boulevard, Galveston, TX 77555, USA		25-MAR-2017	SAUDI 200010901	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6441	complete		L		Saudi Arabia	Saudi Arabia		Homo sapiens		25-Aug-2000	SAMN04017542	PRJNA257008	Rift Valley fever virus isolate SAUDI 200010901 segment L, complete sequence	2000-08-25	Saudi Arabia	SAUDI 200010901	rvf	KU978781.1	23.8859	45.0792	l
MG659835.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA122/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA122/10 segment L, complete sequence	2010	South Africa	SA122/10	rvf	MG659835.1	-30.5595	22.9375	l
DQ375432.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	2373/74	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe: Salisbury	Zimbabwe			bovine fetus	1974			Rift Valley fever virus strain 2373/74 segment L, complete sequence	1974	Zimbabwe	2373/74	rvf	DQ375432.1	-19.0154	29.1549	l
KJ782454.1	Rift Valley fever virus	GenBank			Nakoune,E., Berthet,N. and Kazanji,M.	Department of virology, Institut Pasteur, 28 rue du docteur Roux, Paris, IDF 75724, France		02-MAY-2016	HB1752	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic	Central African Republic		Homo sapiens	sera	24-Dec-1985			Rift Valley fever virus strain HB1752 segment L, complete sequence	1985-12-24	Central African Republic	HB1752	rvf	KJ782454.1	6.6111	20.9394	l
OM744377.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-333	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6397	complete		L		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-333 segment L, complete sequence	2021-07-15	Kenya	DVS-333	rvf	OM744377.1	0.0236	37.9062	l
MG659886.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1457/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1457/10 segment L, complete sequence	2010	South Africa	SA1457/10	rvf	MG659886.1	-30.5595	22.9375	l
JF311374.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803168	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Miarinarivo	Madagascar		bovine		Feb-2008			Rift Valley fever virus strain 200803168 segment L, complete sequence	2008-02	Madagascar	200803168	rvf	JF311374.1	-18.7669	46.8691	l
KY126679.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU77/08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		African buffalo		2008			Rift Valley fever virus isolate SPU77/08 segment L, complete sequence	2008	South Africa	SPU77/08	rvf	KY126679.1	-30.5595	22.9375	l
KY126686.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	An1830	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		ovine		1956			Rift Valley fever virus isolate An1830 segment L, complete sequence	1956	South Africa	An1830	rvf	KY126686.1	-30.5595	22.9375	l
MG659878.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1098/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1098/10 segment L, complete sequence	2010	South Africa	SA1098/10	rvf	MG659878.1	-30.5595	22.9375	l
MG659889.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1797/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1797/10 segment L, complete sequence	2010	South Africa	SA1797/10	rvf	MG659889.1	-30.5595	22.9375	l
DQ375430.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	Smithburn	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Uganda	Uganda			derived from RVFV Entebbe	1944			Rift Valley fever virus strain Smithburn segment L, complete sequence	1944	Uganda	Smithburn	rvf	DQ375430.1	1.3733	32.2903	l
MG659833.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA106/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA106/10 segment L, complete sequence	2010	South Africa	SA106/10	rvf	MG659833.1	-30.5595	22.9375	l
PP541456.1	Rift Valley fever virus	GenBank			Sene,O.	Virology, Institut Pasteur, Dakar, 30, Avenue Pasteur, Dakar 220, Senegal		27-OCT-2024	SH409425	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6397	complete		L		Senegal	Senegal		Homo sapiens		11-Nov-2022			Rift Valley fever virus isolate SH409425 segment L, complete sequence	2022-11-11	Senegal	SH409425	rvf	PP541456.1	14.4974	-14.4524	l
JF311376.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803170	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Manjakandriana	Madagascar		bovine		Mar-2008			Rift Valley fever virus strain 200803170 segment L, complete sequence	2008-03	Madagascar	200803170	rvf	JF311376.1	-18.7669	46.8691	l
MG659868.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA665/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA665/10 segment L, complete sequence	2010	South Africa	SA665/10	rvf	MG659868.1	-30.5595	22.9375	l
MG659900.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL2051/76	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe	Zimbabwe		Homo sapiens		1976			Rift Valley fever virus isolate VRL2051/76 segment L, complete sequence	1976	Zimbabwe	VRL2051/76	rvf	MG659900.1	-19.0154	29.1549	l
MG972978.1	Rift Valley fever virus	GenBank			Whitmer,S.L.M., Zufan,S.E., Stroeher,U., Nichol,S.T. and Klena,J.D.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		05-MAR-2020	201707025	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6332	complete		L		Uganda	Uganda		Homo sapiens		07-Dec-2017			Rift Valley fever virus strain 201707025 segment L, complete sequence	2017-12-07	Uganda	201707025	rvf	MG972978.1	1.3733	32.2903	l
DQ375402.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Kenya 83 (21445)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Ruiru	Kenya			Aedes macintoshi	1983			Rift Valley fever virus strain Kenya 83 (21445) segment L, complete sequence	1983	Kenya	Kenya 83 (21445)	rvf	DQ375402.1	0.0236	37.9062	l
MG659852.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA394/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA394/10 segment L, complete sequence	2010	South Africa	SA394/10	rvf	MG659852.1	-30.5595	22.9375	l
EU574029.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000094	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Garissa district	Kenya		bovine		12-Jan-2007			Rift Valley fever virus strain 2007000094 segment L, complete sequence	2007-01-12	Kenya	2007000094	rvf	EU574029.1	0.0236	37.9062	l
DQ375419.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Zinga	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic	Central African Republic			human sera	1969			Rift Valley fever virus strain Zinga segment L, complete sequence	1969	Central African Republic	Zinga	rvf	DQ375419.1	6.6111	20.9394	l
MT561461.1	Rift Valley fever virus	GenBank			Monaco,F., Pinoni,C., Cosseddu,G.M., Siegfried,K., Kudakwashe,M., Paolo,C., Umberto,M., Alec,B., Annamaria,C., Massimo,S. and Rossella,L.	Viral Exotic Diseases, Istituto Zooprofilattico Sperimentale 'G. Caporale', Campo Boario, Teramo, Abruzzo 64100, Italy		05-MAY-2021	Namibia_2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Namibia	Namibia		ovine		30-Jul-2010			Rift Valley fever virus isolate Namibia_2010 segment L, complete sequence	2010-07-30	Namibia	Namibia_2010	rvf	MT561461.1	-22.9576	18.4904	l
MG659879.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1143/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1143/10 segment L, complete sequence	2010	South Africa	SA1143/10	rvf	MG659879.1	-30.5595	22.9375	l
JQ820485.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 85-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 85-2010 segment L, complete sequence	2010-10	Sudan	Sudan 85-2010	rvf	JQ820485.1	12.8628	30.2176	l
OM744378.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-356	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6396	complete		L		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-356 segment L, complete sequence	2021-07-15	Kenya	DVS-356	rvf	OM744378.1	0.0236	37.9062	l
JF311375.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803169	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Antsirabe	Madagascar		bovine		Feb-2008			Rift Valley fever virus strain 200803169 segment L, complete sequence	2008-02	Madagascar	200803169	rvf	JF311375.1	-18.7669	46.8691	l
DQ375431.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	Kenya 57 (Rintoul)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya	Kenya			ovine	1951			Rift Valley fever virus strain Kenya 57 (Rintoul) segment L, complete sequence	1951	Kenya	Kenya 57 (Rintoul)	rvf	DQ375431.1	0.0236	37.9062	l
